aid,candid,corrected,dec,dubious,e_dec,e_mag,e_mag_corr,e_mag_corr_ext,e_ra,fid,has_stamp,isdiffpos,mag,mag_corr,mjd,oid,parent_candid,pid,ra,sid,tid,diffmaglim,distnr,drb,drbversion,magap,magapbig,nid,rb,rbversion,rfid,sigmagap,sigmagapbig,step_id_corr
"","1139254583415010038",true,4.8770466,false,"",0.19155307,0.12246647,0.1283489,"",2,true,-1,19.994562,19.55982,58893.25458330009,"ZTF18accucaj",0,1139254583415,98.3804827,"ztf","ztf",20.6627,0.05502121,0.9965327,"d6_m7",19.8891,19.8923,1139,0.80142856,"t17_f5_c3",460120234,0.2233,0.2865,"bulk_1.0.0"
"","1364484363415015053",true,4.8769865,false,"",0.21117453,0.10107667,0.10257778,"",1,false,1,20.56091,19.77694,59118.48436339991,"ZTF18accucaj",1366518313415010000,1364484363415,98.3805553,"ztf","ztf",20.615446,0.3797557,0.9999975,"d6_m7",20.8123,20.9852,1364,0.79571426,"t17_f5_c3",460120134,0.4406,0.6609,"bulk_1.0.0"
"","1364506383415015037",true,4.8769908,false,"",0.15518236,0.046252523,0.048863135,"",2,false,1,19.847076,18.592424,59118.50638889987,"ZTF18accucaj",1366518313415010000,1364506383415,98.3804384,"ztf","ztf",20.519857,0.19672672,0.9998361,"d6_m7",19.7135,19.6036,1364,0.8257143,"t17_f5_c3",460120234,0.2053,0.2366,"bulk_1.0.0"
"","1366518313415010036",true,4.8770404,false,"",0.15811083,0.10783279,0.1149143,"",2,false,-1,19.942572,19.596104,59120.51831019996,"ZTF18accucaj",1387381493415015000,1366518313415,98.3804487,"ztf","ztf",20.426512,0.06709015,0.99989027,"d6_m7",19.8986,20.2945,1366,0.8685714,"t17_f5_c3",460120234,0.267,0.4929,"bulk_1.0.0"
"","1381402063415015019",true,4.8770399,false,"",0.124353446,0.042878136,0.045302413,"",2,false,1,19.607466,18.511124,59135.402060199995,"ZTF18accucaj",1387381493415015000,1381402063415,98.3804973,"ztf","ztf",20.410671,0.10352282,0.9999937,"d6_m7",19.6269,19.438,1381,0.9071429,"t17_f5_c3",460120234,0.2097,0.2252,"bulk_1.0.0"
"","1381440653415015032",true,4.8770485,false,"",0.237841,0.12241568,0.12350206,"",1,false,1,20.4153,19.70377,59135.44065969996,"ZTF18accucaj",1387381493415015000,1381440653415,98.3805339,"ztf","ztf",20.5905,0.314751,"","",20.4665,20.491,1381,0.784286,"t17_f5_c3","",0.3556,0.4653,"bulk_1.0.0"
"","1383461013415015032",true,4.8768325,false,"",0.280207,0.13351755,0.13468015,"",1,false,1,20.5831,19.78766,59137.46101849992,"ZTF18accucaj",1387381493415015000,1383461013415,98.3805707,"ztf","ztf",20.6259,0.782619,"","",20.2638,20.0773,1383,0.644286,"t17_f5_c3","",0.2844,0.3065,"bulk_1.0.0"
"","1387381493415015013",true,4.8769643,false,"",0.18838651,0.0488427,0.05161813,"",2,false,1,20.060959,18.65534,59141.381493099965,"ZTF18accucaj",1389442333415015000,1387381493415,98.3805364,"ztf","ztf",20.347582,0.35584116,0.999257,"d6_m7",19.9818,19.733,1387,0.86,"t17_f5_c3",460120234,0.2957,0.3008,"bulk_1.0.0"
"","1389442333415015025",true,4.8770548,false,"",0.14841661,0.04315278,0.045980025,"",2,false,1,19.872715,18.600431,59143.44233800005,"ZTF18accucaj",1401457823415015000,1389442333415,98.3805547,"ztf","ztf",20.497356,0.3092807,0.9999949,"d6_m7",20.108,19.9165,1389,0.89285713,"t17_f5_c3",460120234,0.2938,0.3147,"bulk_1.0.0"
"","1401457823415015010",true,4.8770855,false,"",0.1768125,0.06380089,0.06542549,"",2,true,1,19.580719,18.501305,59155.45782409981,"ZTF18accucaj",0,1401457823415,98.3804309,"ztf","ztf",20.05074,0.21153465,0.99985933,"d6_m7",19.5234,19.3402,1401,0.83285713,"t17_f5_c3",460120234,0.2636,0.2854,"bulk_1.0.0"
"","1420364813415010063",true,4.8770024,false,"",0.2569,0.08628405,0.091756776,"",2,false,-1,20.4524,19.334585,59174.36481480021,"ZTF18accucaj",1440359363415010000,1420364813415,98.3804292,"ztf","ztf",20.5711,0.203527,"","",20.7318,20.1487,1420,0.77,"t17_f5_c3","",0.5093,0.381,"bulk_1.0.0"
"","1422415243415010056",true,4.8770207,false,"",0.234353,0.07931314,0.08529184,"",2,false,-1,20.4374,19.339993,59176.41524309991,"ZTF18accucaj",1440359363415010000,1422415243415,98.3804742,"ztf","ztf",20.6051,0.068199,"","",20.1288,19.9421,1422,0.785714,"t17_f5_c3","",0.2827,0.3045,"bulk_1.0.0"
"","1440359363415010037",true,4.8770062,false,"",0.2124348,0.12814566,0.13350716,"",2,true,-1,20.036747,19.532444,59194.35936339991,"ZTF18accucaj",0,1440359363415,98.3803868,"ztf","ztf",20.186705,0.31412598,0.9975705,"d6_m7",19.9624,19.8396,1440,0.8457143,"t17_f5_c3",460120234,0.293,0.3353,"bulk_1.0.0"
"","1479298773415015030",true,4.8770387,false,"",0.272283,0.13046488,0.13164158,"",1,false,1,20.5708,19.781733,59233.298773100134,"ZTF18accucaj","",1479298773415,98.3804931,"ztf","ztf",20.4103,0.148084,"","",20.5739,20.9407,1479,0.575714,"t17_f5_c3","",0.362,0.6485,"correction_0.0.1"
"","1503211093415015028",true,4.8770224,false,"",0.051906463,0.03545886,0.036140483,"",2,true,1,18.102318,17.70925,59257.21109949984,"ZTF18accucaj","",1503211093415,98.3804769,"ztf","ztf",20.755318,0.06538902,0.99999964,"d6_m7",18.0981,18.0378,1503,0.93142855,"t17_f5_c3",460120234,0.0413,0.049,"correction_0.0.1"
"","1508168983415015016",true,4.8770076,false,"",0.13204032,0.11030295,0.11044305,"",1,true,1,18.727152,18.533232,59262.16898149997,"ZTF18accucaj","",1508168983415,98.3805308,"ztf","ztf",19.960926,0.27739036,0.9998735,"d6_m7",18.8306,18.8017,1508,0.79714286,"t17_f5_c3",460120134,0.0979,0.1214,"correction_0.0.1"
"","1508189513415015018",true,4.8770075,false,"",0.053375024,0.039232872,0.039674576,"",2,true,1,17.848557,17.526491,59262.18951389985,"ZTF18accucaj","",1508189513415,98.3804926,"ztf","ztf",20.148132,0.13415606,1,"d6_m7",17.8586,17.7969,1508,0.9557143,"t17_f5_c3",460120234,0.0478,0.0572,"correction_0.0.1"
"","1510199753415015024",true,4.8770128,false,"",0.09164056,0.058606405,0.05917029,"",2,true,1,18.351456,17.876495,59264.19975689985,"ZTF18accucaj","",1510199753415,98.3804776,"ztf","ztf",20.16533,0.094265305,0.9999994,"d6_m7",18.2874,18.1987,1510,0.94714284,"t17_f5_c3",460120234,0.0702,0.0824,"correction_0.0.1"
"","1510236073415015015",true,4.8770596,false,"",0.123842664,0.090126045,0.09058731,"",1,true,1,19.410986,19.071478,59264.23607640015,"ZTF18accucaj","",1510236073415,98.3805043,"ztf","ztf",20.209051,0.22819263,0.9999994,"d6_m7",19.6386,19.5435,1510,0.9342857,"t17_f5_c3",460120134,0.2176,0.2553,"correction_0.0.1"
"","1512148223415015008",true,4.8769111,false,"",0.26449,0.20138581,0.2015483,"",1,false,1,19.2354,18.940325,59266.14822919993,"ZTF18accucaj","",1512148223415,98.3805033,"ztf","ztf",19.2157,0.419371,"","",19.2018,19.0056,1512,0.35,"t17_f5_c3","",0.2251,0.2412,"correction_0.0.1"
"","1512214343415015009",true,4.876989,false,"",0.08729825,0.05200169,0.052790456,"",2,true,1,18.541405,17.99528,59266.21434029983,"ZTF18accucaj","",1512214343415,98.3804337,"ztf","ztf",19.534895,0.23068833,0.99999905,"d6_m7",18.5513,18.4936,1512,0.89,"t17_f5_c3",460120234,0.1313,0.1594,"correction_0.0.1"
"","1514185843415015010",true,4.8769303,false,"",0.220764,0.15854713,0.15883376,"",1,false,1,19.4764,19.118937,59268.18584490009,"ZTF18accucaj","",1514185843415,98.3804876,"ztf","ztf",19.5452,0.342202,"","",19.493,19.9577,1514,0.63,"t17_f5_c3","",0.3317,0.6531,"correction_0.0.1"
"","1514231883415015008",true,4.8770274,false,"",0.10671827,0.05683538,0.05780477,"",2,true,1,18.821663,18.155975,59268.231886600144,"ZTF18accucaj","",1514231883415,98.3805116,"ztf","ztf",20.01803,0.1537792,0.9999583,"d6_m7",18.9152,18.7607,1514,0.94,"t17_f5_c3",460120234,0.143,0.1587,"correction_0.0.1"
"","1516246203415015005",true,4.8770605,false,"",0.284708,0.2097936,0.20998329,"",1,false,1,19.3772,19.046661,59270.24620370008,"ZTF18accucaj","",1516246203415,98.3805618,"ztf","ztf",18.9536,0.397896,"","",19.1273,19.4974,1516,0.602857,"t17_f5_c3","",0.3295,0.5944,"correction_0.0.1"
"","1524152173415015030",true,4.8768707,false,"",0.13791572,0.05712435,0.058634482,"",2,true,1,19.330544,18.401892,59278.15217590006,"ZTF18accucaj","",1524152173415,98.3804499,"ztf","ztf",19.903072,0.6057105,0.9999846,"d6_m7",19.1246,18.9718,1524,0.6628571,"t17_f5_c3",460120234,0.1592,0.1768,"correction_0.0.1"
"","1526206263415015055",true,4.8770066,false,"",0.13481027,0.08820337,0.08895822,"",1,true,1,19.779432,19.32809,59280.2062615999,"ZTF18accucaj","",1526206263415,98.3805014,"ztf","ztf",20.77346,0.1626532,0.9999689,"d6_m7",19.6993,19.7916,1526,0.82285714,"t17_f5_c3",460120134,0.1503,0.2083,"correction_0.0.1"
"","1526290973415015029",true,4.8770213,false,"",0.10955364,0.040990748,0.04328729,"",2,true,1,19.465332,18.457167,59280.29097220022,"ZTF18accucaj","",1526290973415,98.380515,"ztf","ztf",20.438599,0.17491189,0.9999299,"d6_m7",19.5104,19.3386,1526,0.93,"t17_f5_c3",460120234,0.1803,0.1964,"correction_0.0.1"
"","1742460683415015024",true,4.8769371,false,"",0.21404837,0.05090725,0.053742506,"",2,true,1,20.189579,18.689095,59496.46068290016,"ZTF18accucaj","",1742460683415,98.3804417,"ztf","ztf",20.253,0.3718404,0.9993155,"d6_m7",20.1035,20.0717,1742,0.82857144,"t17_f5_c3",460120234,0.3357,0.4172,"correction_1.0.6"
"","1767448183415015026",true,4.8769892,false,"",0.20620874,0.054911565,0.05736628,"",2,true,1,20.038176,18.64905,59521.44818289997,"ZTF18accucaj","",1767448183415,98.3805146,"ztf","ztf",20.522144,0.23964302,0.9998559,"d6_m7",20.0166,19.6336,1767,0.8471429,"t17_f5_c3",460120234,0.2634,0.2365,"correction_1.0.6"
"","1771479133415015083",true,4.8770201,false,"",0.14972146,0.08524489,0.0864474,"",1,true,1,20.160185,19.563854,59525.479131899774,"ZTF18accucaj","",1771479133415,98.380573,"ztf","ztf",20.841387,0.42731002,0.99999964,"d6_m7",20.4557,20.6177,1771,0.64857143,"t17_f5_c3",460120134,0.273,0.4042,"correction_1.0.6"
"","2099442433415010033",true,4.8770274,false,"",0.15908621,0.09116689,0.09847864,"",2,true,-1,20.046862,19.526134,59853.44243060006,"ZTF18accucaj","",2099442433415,98.3804344,"ztf","ztf",20.72895,0.1311815,0.999967,"d6_m7",20.1973,20.3276,2099,0.8371429,"t17_f5_c3",460120234,0.2824,0.4072,"dev"
"","2104485203415010043",true,4.8770084,false,"",0.21536371,0.13320944,0.13846534,"",2,true,-1,20.021631,19.542053,59858.48520829994,"ZTF18accucaj","",2104485203415,98.3804874,"ztf","ztf",20.595179,0.11922921,0.9999676,"d6_m7",20.3498,20.2922,2104,0.6414286,"t17_f5_c3",460120234,0.3499,0.4243,"dev"
"","2116440743415010034",true,4.8770392,false,"",0.21329829,0.10548178,0.11113164,"",2,true,-1,20.166208,19.458334,59870.44074069988,"ZTF18accucaj","",2116440743415,98.3804808,"ztf","ztf",20.311743,0.040427204,0.99994886,"d6_m7",19.9103,20.1014,2116,0.76857144,"t17_f5_c3",460120234,0.2868,0.4384,"1.1.6"
"","2118458583415010053",true,4.8769028,false,"",0.229696,0.10251856,0.107949615,"",2,false,-1,20.2411,19.42127,59872.45858799992,"ZTF18accucaj",2124467923415010000,2118458583415,98.380497,"ztf","ztf",20.5123,0.491634,"","",20.3407,20.4413,2118,0.817143,"t17_f5_c3","",0.3696,0.5187,"1.1.6"
"","2124467923415010041",true,4.8770195,false,"",0.17364946,0.14527798,0.15152793,"",2,true,-1,19.83207,19.684118,59878.46792820003,"ZTF18accucaj","",2124467923415,98.3805012,"ztf","ztf",20.309904,0.1313376,0.999923,"d6_m7",19.8573,19.6544,2124,0.88285714,"t17_f5_c3",460120234,0.2585,0.2748,"1.1.6"
"","2169339103415010030",true,4.8770015,false,"",0.260804,0.30440173,0.3085145,"",2,false,-1,19.6682,19.850603,59923.33910880005,"ZTF18accucaj",2178337973415010000,2169339103415,98.3804962,"ztf","ztf",19.3135,0.156779,"","",19.7731,19.7991,2169,0.787143,"t17_f5_c3","",0.5348,0.7036,"1.1.6"
"","2178337973415010050",true,4.8770383,false,"",0.19709486,0.074611425,0.08138125,"",2,true,-1,20.33866,19.378283,59932.33797449991,"ZTF18accucaj","",2178337973415,98.3804428,"ztf","ztf",20.583246,0.09528362,0.9971829,"d6_m7",20.3678,20.6174,2178,0.7057143,"t17_f5_c3",460120234,0.3597,0.5789,"1.1.6"
"","2182304983415010038",true,4.8770019,false,"",0.16755298,0.11104422,0.117747955,"",2,true,-1,19.963875,19.580877,59936.30498840008,"ZTF18accucaj","",2182304983415,98.3804607,"ztf","ztf",20.576633,0.12876499,0.9517342,"d6_m7",20.4405,20.5243,2182,0.78571427,"t17_f5_c3",460120234,0.3916,0.5412,"1.1.6"
"","2197294583415015009",true,4.8770091,false,"",0.25528,0.114761494,0.11545092,"",2,false,1,19.211,18.349451,59951.29458330013,"ZTF18accucaj",2202250063415015000,2197294583415,98.3804754,"ztf","ztf",18.9194,0.0981,"","",19.8285,19.5732,2197,0.701429,"t17_f5_c3","",0.6653,0.6756,"1.1.6"
"","2202250063415015020",true,4.8770216,false,"",0.18055542,0.060396064,0.062247943,"",2,true,1,19.700218,18.544004,59956.25006939983,"ZTF18accucaj","",2202250063415,98.3804881,"ztf","ztf",20.154104,0.09784479,0.9997544,"d6_m7",19.589,19.3288,2202,0.9342857,"t17_f5_c3",460120234,0.23,0.2318,"1.1.6"
"","2215298393415015023",true,4.8770467,false,"",0.19729574,0.040946,0.044645824,"",2,true,1,20.33779,18.724447,59969.29839120014,"ZTF18accucaj","",2215298393415,98.3805257,"ztf","ztf",20.263687,0.20656021,0.9977652,"d6_m7",20.2818,20.1191,2215,0.8371429,"t17_f5_c3",460120234,0.3944,0.4344,"1.1.6"
"","2282186873415015019",true,4.8770311,false,"",0.13469933,0.06583991,0.06685139,"",2,true,1,19.019066,18.258429,60036.18687500013,"ZTF18accucaj","",2282186873415,98.3804413,"ztf","ztf",19.701317,0.096886136,0.99999815,"d6_m7",18.9451,18.8379,2282,0.93714285,"t17_f5_c3",460120234,0.2,0.2322,"1.1.6"
"","2469484153415010034",true,4.8771686,false,"",0.290594,0.15965965,0.1636577,"",2,false,-1,20.1114,19.488026,60223.48415509984,"ZTF18accucaj",2483387323415010000,2469484153415,98.380544,"ztf","ztf",20.166,0.537523,"","",19.7541,19.7126,2469,0.594286,"t17_f5_c3","",0.2858,0.353,"1.2.1"
"","2483387323415010033",true,4.877111,false,"",0.19547345,0.12968718,0.13540486,"",2,true,-1,19.973085,19.574451,60237.387326399796,"ZTF18accucaj","",2483387323415,98.3804983,"ztf","ztf",20.51573,0.2847205,0.99985653,"d6_m7",20.1132,20.3479,2483,0.83428574,"t17_f5_c3",460120234,0.3053,0.4848,"1.2.1"
"","2536398833415010041",true,4.8770725,false,"",0.19944207,0.06710277,0.07415022,"",2,true,-1,20.420479,19.346218,60290.398831000086,"ZTF18accucaj","",2536398833415,98.3804407,"ztf","ztf",20.670675,0.15219226,0.99656516,"d6_m7",20.3658,20.5448,2536,0.80714285,"t17_f5_c3",460120234,0.3446,0.5203,"23.12.x"
